rating,text,title,username
5,As good or better than any major brand out there.The price is a fraction of what the major brands are.Time will tell what the durability is.This proves what a rip off battery prices are from the major brand manufacturers.,As good or better than any major brand out there,ByOregon Ron
5,"As a Mom of 3 young kids, we go through batteries very quick! I've tried all types of batteries from name brand, to various store brands. Amazon compares to the top brands I've used, and in fact I would consider it a top brand. They last twice as long in my son's wireless PlayStation controllers than the Toys R Us brand we were previously using. You can't beat the price for the quality and I will only buy Amazon batteries from now on!",As good or better than top brands. 5 Stars!,ByStacey Bic
5,"I have used these batteries for several years. As good, if not better than any other top name brand.","As good, if not better than any other top name ...",Byrock
5,As if Amazon had to be any better at anything else. These batteries are great. I was skeptical but you can't beat the price and they last a long time. Must have if you have kids and their toys that require a lot of batteries.,As if Amazon had to be any better at anything else,ByMersch
5,Batteries kick ass. Just as good as name brand. Would purchase again!,Assault and batteries,ByLexMan
5,"Price per battery is great. I checked the voltage on some of them and they were all at 1.6V. I think they will last at least as long as the brand name batteries, although I wouldn't be surprised if I were to learn they are all made by the same people and just labeled differently.",Assault and battery,ByTomNmineola
5,Great !!!A lot of batteries.Last long and don't leak.,Assault and battery ! Pun intended,ByGary
5,Lotta batteries. at a good price.,at a good price.,ByMrHulett
2,"At least half of this batch had no charge, or at least so little that they died within an hour of being put in a walkie-talkie. Very disappointed",At least half of these had little to no charge,ByJ. Cass
5,Batteries work better than the ones I recharge. So I'll probably buy batteries in bulk instead of recharging from now on. I'll still need to buy rechargeables for my solar devices.,"At this price, why recharge",ByMr Graphics
5,Its works perfectly for me in many of my devices. So I like this.,Attractive!!!,ByDarrell O'connor
2,These were OK. I don't think I'll but them in the future. I prefer Energizers.,Average,ByJHR
5,Last about 8 hours of non stop use which is about average. But the price was AMAZING!,Average Batteries for a Amazing price,Bytyler
3,"Decent battery, but seem to change them out a little bit faster than the big name batteries.",Average battery,ByC. J. L
2,These batteries won't last long. An led flashlight will drain them in a hurry. I usually like Amazon products but this is one to avoid.,Avoid these.,ByJerry Carrell
5,A lot of batteries for a good price! Came on time!,Aweosme,ByLemonAIDS
5,These batteries are a no brainer. They work great and the price can't be beat.,Aweosme,ByK. Kevelin
5,Awesome,awesome,ByADAM
5,"Great deal, packaging and shipped in a timely manner.",Awesome,ByJane.Fors
5,Great scotts that's a lot of batteries and definitely a life saving price,Awesome,ByDion Rohr
5,Great!,Awesome,ByTrishawn Jenkins
5,"just as expected, awesome service",awesome,ByAmazon Customer
5,Outlast name brand batteries. This is a great product.,Awesome,ByChristopher daves
5,Works great just like the expensive brands,Awesome,Bychillpills
5,Yay! The best price and great quality,Awesome,BySis
5,Love Amazon Batteries. This is the first time I have tried the Performance line. So far so Great :),Awesome Amazon Basics,ByJudy
5,I thought theses would be crap like the typical cheapo batteries. But to my delight they are actually pretty decent quality. They do not last as long as I would like but for the price I can not complain.,awesome batteries,ByDylan O.
5,"Love love these batteries, great value",Awesome batteries for the price,ByCindy Hall
5,Amazon Basics - you are my hero. These are great batteries. I use them in my Apple keyboard and mouse and they have outlasted the brandname batteries I used to use. I get on average an additional 1-2 weeks of use out of each set of batteries which is an additional money saver. The shelf life seems to be normal for alkaline batteries.The packaging is biodegradable which adds to the convenience and value.,Awesome batteries!,ByDave B
5,"I'm not going to go into a great deal of detail about these batteries. Other reviewers here have done a fantastic job of doing that. Instead, I'm going to talk about the quality of Amazon's Basics line of batteries and whether or not they're worth your money. My son is six years-old and owns a ton of toys that require batteries. I can say, without-a-doubt, that we have tried every brand of battery out there. Time and time again we keep coming back to the AmazonBasics AA Performance batteries. They have a long shelf life, retain their charge, and as far as I can tell they last just as long as any other battery on the market. The biggest difference is in price. Where else are you going to get 48 quality AA batteries for 11 Just buy them! You won't regret it.",Awesome Batteries!,ByAmigaman
5,"These are by far the best value for your money while getting good quality batteries! I will never purchase another brand again. Purchasing these only costs a few dollars more than a small pack of batteries at Walmart but you're getting a lot more and stocking up. I have noticed absolutely no difference between the Amazon basics and the name brands like Duracell, Energizer, etc. I highly recommend these batteries",Awesome Batteries!,ByAmazon Customer
4,These are good batteries. How do I know. I installed these in my electric tooth brush 2 months ago. The brush is still buzzing my brain when I use it. No way any of the other batteries will do this. Been there done that.,Awesome batteries!,BySandra Sal
5,"These batteries are a great deal! The price is very reasonable and the life of the batteries are just as good as any major brand. Now that I have tried these out, I will purchase the amazon brand for all my future battery needs.",Awesome batteries!,Bykaren reynolds
5,"This is actually the second or third time I have ordered these and by that evidence it should be obvious that I really love the quality and value of these batteries. I have bought the crappy ones from the dollar store but they seriously don't last. Not worries with these bad boys! I don't need to replace them anymore often than the name brand . If this review helped you, click YES below. Thank you!",Awesome batteries!,Byjanebell
5,I love these batteries. I am so happy that I bought them. Batteries are super expensive at my local retailer. It's sad when the batteries cost more than the thing you are putting them into. I paid about the same amount to get 48... Yes 48 AA batteries from Amazon as I would have paid to get 8 from my local retailer. I needed batteries for my new game trail camera. It takes 8 AA batteries and I was fearful that I was going to go into the poor house trying to keep fresh batteries in my trail camera. I went shopping online at Amazon and found these. I bought these several weeks ago. I used 8 AA from this box in my new trail camera. I am so happy with them. My trail camera has been in the woods several weeks and the batteries are still over 90 charged and that's after taking tons of video of game. These are working great and I saved a ton of cash. I am buying a box of the AAA now. I always seem to need them around the house for some reason. I am very happy with my new batteries from AmazonBasics. They are working great for me. I hope you found this information useful to you and thank you for reading.If you found this information helpful please click Yes on the link below. I greatly appreciate it.,Awesome Batteries. I Installed These in My Trail Camera Several Weeks Ago and They are Still Going Strong!,ByTim
5,Great for the price,Awesome Deal,ByScott and Rae
5,Ordering more. What's that tell you,Awesome Deal,ByAmazon Customer
5,What a deal! Awesome now I always have plenty of batteries at home. Also this was a very good value for the money.,Awesome deal!,BySan
5,Love these batt's! Long life! works great in toys all other items!,Awesome deal! Long lasting batt's,ByNeeko
5,Awesome for cold/iced drinks! Keeps ice cubes from melting fast. Love this product! I wish they have a set for each design though.,Awesome for cold/iced drinks,ByJerene Montelibano
5,"They seem to be holding up just as well as the top battery brands, for a fraction of the cost! Another great product from AmazonBasics-I will be hunting for their other products now!",Awesome performance and price,ByLacey
5,"awesome price for decent batteries. they hold up fairly well, haven't run them through any rigorous tests, but when I put them in the remote control it seems to work again.",awesome price for decent batteries,ByAK
5,"Awesome price, awesome batteries. I will never buy batteries anywhere else again, this deal is hard to beat.","Awesome price, awesome batteries.",ByCraig
5,Batteries are what you expect. They work. Price is awesome,Awesome price.,ByKeith D
5,"Tried these for the first time last night. Played indoor with my wife and 12 and 6 year old daughters. Awesome time! Beats sitting around the table playing a board game. I will check back in the Spring to see if they are still working. So far, I highly recommend.",Awesome time! Beats sitting around the table playing a ...,ByAmazon Customer
5,great money saver! will repurchase when i get near running out.these are great to have on hand (especially when it always seems that you need new batteries for everything at the same time).,awesome to have on hand!,ByLydia Kreisher
5,"Awesome value for the price! I haven't had a single problem with these batteries and I've used them in remotes, cameras, toys, all kinds of stuff. I'll never buy batteries from the store again!",Awesome value for the price,Byashleyv013
5,Boom-Shacka-Lacka-Lacka! Great price!,Awesome!,ByCarlos Smittera
5,Great batteries for a great price. They last just as long as the name brand batteries do.,Awesome!,ByPickles
5,"I've bought these before. They used to have a different design, but with the new design comes longer life! I love these, especially for the price. Definitely last as long as the name brands!",Awesome!,ByRobbie
5,"We love these batteries! Better pricing than the bigger brands, but work just as well and just as long! Go Amazon!",Awesome!,Byakhilscher
5,Everything came as described and fast delivery (:,AWESOME!!!,ByJuan Martinez
5,Still running strong after I had a string of battery-operated lights on for a whole week (in 8-hour shifts of darkness).,Awesome.,ByWoot
5,These work very well! Thank you for making a battery at a reasonable price!,awesome/ great price,ByMisty
1,Not good,Awful,Byelizabeth
1,"I've been using these on my roku remote and the lifespan is terrible. About two weeks, when Duracell's have been 1-2 months",Awful lifespan,ByJ. Random Hacker
1,Awful poor performance. My mouse ran for several weeks to several months from Duracells but have never gotten more that several days from these. Will not buy again.,Awful poor performance. My mouse ran for several weeks to ...,ByAmazon Customer
4,"Well, these are basic, average, ordinary non-rechargeable AA batteries. You get 100 in bundles of 4 tightly wrapped in plastic, all packaged in a plain corrugated cardboard box. The price is good. The batteries are plentiful. I've read reviewer complaints here that the battery quality is inferior, that they don't work, or explode, or ooze, or don't last very long. I can't tell you about this. I don't have a battery tester and nor do I have the ambition to set up a test involving these vs. some top brands to see which work better and last longer.Don't try to charge them (duh!) and just use them. I'm not a big user of AA batteries and now that the World As I Knew It is coming to an end, there will probably be plenty of these still in my house when that end arrives.",Back to the Basics.,ByOLT
1,These batteries do not hold charge well. By the time I need to use it few weeks none of them work,BAD Amazone product,ByDLN
1,"BAD BATCH NOT LASTING!Have been using these for the Roku Remote, and they are dying after just a few days of use.Have been happy with Amazon battery purchases in the past.Not sure if the quality is overall lower than it once was, or if this was just a bad batch.",BAD BATCH NOT LASTING,ByElizabeth A. English
2,They for really fast,Bad batteries,ByET
2,Some of the four packs (02-2027) are bad upon first use.,Bad batteries within 36PK,ByMartin Cohen
1,Theses did not work. Wanted to make sure I had batteries for the item I was purchasing but they did not work. I had to dig some out of my junk drawer.,"Bad batteries, they did not work",ByMC
1,Wrong item.,Bad experience with these batteries,ByTime Factory
2,"They last a day in an xbox controller, if you're lucky",Bad life,ByJared Murphy
1,Many of the batteries are no good.,Bad quality,ByBruce
1,Wish I didn't buy these. Amazon does a lot of things well but batteries No. Not so much. These do not work for more than a moment. Lay the extra for name brand.,Bah,ByBeck
4,"For the price a great value, will never buy another overpriced brand name battery again.",Bang for the Buck,ByAmazon Customer
1,"Terrible. Just changed the batteries on my wireless keyboard... yesterday. Already dead. Put another set in low powered christmas lights. Dead in about an hour. (I have another identical christmas light set, powered by Energizer batteries. Still going after many many days of running).Unfortunately bought the 48 pack. Won't make this mistake again.",Barely Batteries.,BySarah
5,"Fantastic bargain and holding up well months later. I go through a lot of batteries, like almost everyone nowadays. So I searched for a better deal. I think I found it here. A big savings over grocery store batteries.",Bargain,ByPapaJ
4,Good price and good batteries.,Bargain,ByH. Michael Siesel
5,"Great deal. I go through these like water through a sieve. USB mouse, flashlights, etc.",Bargain,ByKindle Customer
5,Works great and seems to last as long as my other batteries.,Bargain,ByRandy
5,A lot of batteries for a little money. What more could you want,Bargain Batteries,ByAmanda M.
5,"good bargain. haven't had them long enough to determine life, but so far so good!",Bargain batteries are indeed a bargain!,ByM. Earle
5,Great bargain.,Bargain Buy,ByVicki L. Armstrong
5,I more than recommend this purchase. I encourage it. The batteries work great. A bargain at the price and how many you get. I won't be buying batteries anywhere else again.,Bargain value decent lifespan.,ByChristopher
5,Good batteries at a good price. They do the job. I've moved almost everything to AAs and need to keep disposables for hurricane season (no power for weeks) These are just right.,Bargain!,ByLizzy
4,Good amount of battery for the price.But they are not as long lasting as Duracell,Bargin AA battery,Bybutter123
5,Basic AA batteries for a good price.,Basic,ByCathy A. Harvey
5,"Easy decision, the amazon basics line of products has always worked well for me, and amazon customer service on their stuff is amazing if you need it.There is little difference in Alkaline batteries. (Costco hits top rank in consumer reports, but I have not seen their amazon battery rating.)But ordering from amazon is so easy, and the quality is good",basic AAA batteries,ByJ. Doyle
5,Great batteries at a great value.,basic batteries,ByC. Rob
5,"The box is actually quite nice for storage. It is flat, and easy to open.",Basic batteries,ByTheater Geek
3,"What we expected, a bargain battery, so we are happy.",Basic batteries,ByConnie
5,"Using my el cheapo multimeter (Fluke was at work) all batteries were well within the my device's tolerance for reading resting voltage and internal resistance. No duds here, no significant variation. They come wrapped four cells per cellophane heat shrink wrapper in a well constructed box. The wrapping on the batteries is of very high quality, much better than other name brands, let alone budget batteries I've bought. While I cannot yet comment on lifespan, I expect them to last a long time in the low drain LED lights I am using them for. For anything but AAA and CR123, I'd highly recommend buying rechargeable units and a quality charger, but for the price, I will be purchasing these AmazonBasics AAAs for as long as they are available.",Basic Doesn't Mean Garbage,ByAmazon Customer
5,A nice bunch of batteries that work exactly as supposed to. Basics indeed!!,Basic good batteries nicely packaged.,ByCallaLilly101
5,Are batteries. Do work. Yay.,Basic review.,ByAlex
4,"Basic, alkaline battery, highly rate by CU","Basic, alkaline battery",ByDanangDoc
5,Nice cheap batteries. A lot of them for the price . Will buy again in like 2 years lol,Basics batteries,ByMyopinionmatters
5,About what I expected. Good quality and is as described.,Batteries,ByJohn LMan
5,are batteries,batteries,ByS. Morriss
5,As expected,Batteries,BySally Y.
5,"Batteries, they work.",Batteries,ByJose Ramos
5,"cheap batteries, not much to report",Batteries,BySkylor Blay
5,Does the job,Batteries,ByJason A. Harper
5,Excellent batteries they are very useful in our home. Thanks Amazon,Batteries,ByP. Grant
5,Good value.,Batteries,Bybisi
5,great,batteries,ByBonnie B.
5,Great deal and last as long as the major brands,Batteries,ByEd
5,great price,Batteries,ByAmazon Customer
3,Great price.,Batteries,ByPATRICK JONES
5,great value. I will purchase again.,batteries,ByGloria Bell
5,"I decide to give it a try. And it is too early to decide how it turns out. But so far, look good.",Batteries,ByWimpy Charley
5,"Just batteries. Nothing was wrong - it's nice to have so many batteries at home for this price, that's it.",Batteries,ByAmazon Customer
5,"Like all of Amazon's products, these work well.",Batteries,ByMolly
5,Lots of energy !!,Batteries,Bymaryann jensen
5,Love these batteries. Not only do I not have to go to the store for batteries but they seem to last longer then most of the batteries I have bought in the store. We use alot of batteries between my boys and their toys but also for cordless mics since my husband is a DJ. The big test that won me over was when you do toasts at weddings and announcements. We are able to use a set of batteries for more then one wedding,Batteries,ByShane Major
5,"Love these, I go through the batteries so nice to get more for my money.",Batteries,ByTRd
5,Nice flat packaging. They work for a long time.,batteries,ByAnne
5,Pretty sure these batteries are way better the name brand batteries! Don't get sacked into name brand when you can get just the same from the amazon store a,Batteries,BylorI beth
5,Standard batteries. Comes in a nice little box.,Batteries,ByJD
5,Such a great value!!!,Batteries,ByDeana D. Miller
5,The product came on time and as described. I am glad I bought this! I always research before I buy and this was a good deal.,Batteries,ByL Army
5,"They are batteries, what can I say. Bought as gifts to go along with the candles.",Batteries,ByAmazon Customer
5,They are batteries... They do last a while though in the R/C toys we got for x-mas. I would buy these again over more expensive name brands.,Batteries,ByJameyG
5,They make things work!,BATTERIES,ByAmazon Customer
5,They work well,Batteries,ByRay J Carstensen
5,They're batteries. They work. Simple as that.,Batteries,ByWring
5,This is the item I was looking,batteries,ByLloyd H.
5,"Very happy with purchase, very powerful.",Batteries,ByPJ Muma
5,Work as described,Batteries,ByAmazon Customer
5,work as name brand,Batteries,ByT. L. Mead
5,Work great,Batteries,ByHeather Stevens
5,Works great and last a long time some of them are still working,Batteries,ByMary F. Stitely
5,Works like they should.,Batteries,ByAJBlessedLife
4,Pros: Good batteries. I like the easy subscription option which helps make them even cheaper. Packaging is nicely done.Con: Found them cheaper.,Batteries - Inexpensive,ByChris
5,Batteries are awesome!! They are cost effective and last just as long as Energizer or Duracell. I have used these in both low drain (toys and small electronics) as well as high drain devices (Cameras and high powered LED flashlights). Using the Subscribe and Save makes them even more cost effective.,Batteries are awesome!! They are cost effective and last just ...,ByKarl C
5,Batteries are batteries. These seem to work fine and the price was right.,Batteries are batteries,ByP. Johnson
5,"I looked at the average rating of the major battery brands (EverReady, Duracell, Rayovac , etc). they all rate the same as these. Same complaints from the one and two star raters. I conclude batteries are batteries. So, I bought these and I've been happy with them.",Batteries are Batteries,Byjim
4,So far so good,batteries are batteries,Bygrandpig
5,They're batteries. They make small devices work. What more is there to say,Batteries are batteries,ByJennifer
5,Batteries are batteries are batteries. These are good. Last as long as they should. Came quickly.,Batteries are batteries are batteries.,ByMyyski
4,Batteries are batteries these seemed fine for us! They lasted the whole Taylor Swift concert! Don't really know how long they last total.,Batteries are batteries these seemed fine for us,ByAmazon Customer
3,"Batteries are great, price isn't the best. I've seen similar packs of generic batteries for cheaper. Wegmans comes to mind..","Batteries are great, price isn't the best",ByCarmine D
3,Batteries are great.....I need them for my work for my camera for taking pictures on the job of properties. Nice to have extras on hand at an affordable price. I don't see that they last any less time than the name brand batteries.,Batteries are great..,BySherry
5,"I used these batteries in a Canon 420 Speedflash. Normally, under multiple exposure (around 3 shots per second), using standard alkaline I'd get 3 continuous flashes before a miss, or with fancy High Discharge Rate Flash batteries (translate - Expensive!), I'd get 5-6 continuous flashes. The last photography shoot, I was asked to get back-to-back images of a person at a surprise Birthday Party. Imagine my surprise when, upon entry of the victim, I captured 9 continuous exposures with perfect flash! I am very impressed!These batteries are high quality and surprisingly powerful!",Batteries are high quality and surprisingly powerful.,ByBayou Reader
4,"Price can't be beat...batteries aren't great, but they're so cheap","batteries aren't great, but they're so cheap",ByLydia
5,Batteries work as promised. So far they seem to last and have not had any issues. Our kids blow though lots of batteries and for the price these are a must have.,Batteries at a discount!,ByBrandt Nicole Myers
5,"I don't have any little kids , however the big boys seem to ear these batteries just as quickly. Price was great. Satisfied our' needs.",Batteries at a fair price!,Bybeechgirl
5,"They're normal batteries, I just love that I could order them online and have them shipped with the wireless mouse I ordered the same day and have them arrive at the same time!",Batteries delivered,ByShelley Highfill
3,good part is that they give you a lot of them. bad part is they die way too quickly.,batteries die too quickly,ByMike B. Salvador
1,These batteries die very fast. These are used in a remote and I have replaced them 4 times within a year. The previous batteries lasted 3 years.,Batteries die very fast,ByBrandon
2,"Somewhat disappointed with these batteries. They die rather quickly. I'm not using them for things that use a lot of power either. Like the remote for my TV. I have to change them frequently. Expiration date of 2026, but they go fast, unless I got a bad batch. I would rate them down there with cheap Rav-o-vac or a grocery store brand.",Batteries don't last long,ByBritt Reid
1,This batteries have been disappointing. Use them for holiday decorations and some of the items that used to go for weeks are not requiring batteries every couple of days.,batteries don't last long! Not a good Value,ByStephen Little
1,"I have two Macs, each with their own wireless mac keyboards. I used these batteries in both keyboards and each worked great for several days. My desk keyboard failed to connect last week so I attempted to replace the batteries, but they had expanded inside the keyboard and will not come out. I assumed it was a chance happening. But now my wireless keyboard at my downstairs computer just failed. The batteries have expanded inside that keyboard as well and will not come out. Amazon refunded us for the batteries but now we need to replace the two keyboards the batteries ruined.",Batteries Expanded inside two different wireless keyboards and ruined them.,BySimple Simon
1,Extremely short shelf-life and usage life would never buy Amazon batteries again,Batteries fail after very short time,Bykathleen naimon
5,Fabulous price! And the batteries work great! I'll be buying all my batteries on Amazon from now on.,Batteries for a great price!,ByMomshopper
5,Same price to buy all these as it is to buy an 8pack at the store. Why pay more They same to have a similar lifespan. I haven't noticed any difference.When I retire in 30 years I'll probably buy an other case to get me through my last years. But these should last until then.,Batteries for days,ByJeffery P.
5,Are you like me! Do you have 46 devices in your home and they all seem to use AA! Amazon batteries are great quality super inexpensive and easy to get! It never fails that you need one or two batteries at 9 am or 9 pm and don't want the hassle of getting in the car for that 20 minute (or more) round trip to the drug store. A must have on the list of things worth having delivered to the house!,Batteries for Days!!! (really months),ByMindy Spacco
4,"So far, so good. They are what they are supposed to be. I will check back after using and see if they have long life. BTW, packaging is very good.",Batteries for less...why not,ByOTsMom
5,What's to say They're batteries and they're from Amazon. Just another staple item you'll need at a great price. Why shop anywhere else,Batteries from Amazon,ByMike
5,"hey, they're batteries. They do what they are suppose to do.",Batteries good price,ByBonArt
5,I love that it comes in a box. So smart for batteries. You don't have a lot of loose batteries like you do once you open a blister pack.,Batteries in a box. Yay.,ByW. L. Martin
5,Great product at a great price,Batteries last just as good as any major brand out there,Byscott
1,Beware these batteries - I just packed them up for returning hated to have to do so but they lasted only 5 hours in tiny flashlights for my grand kids !!! Big disappointment too - won't buy this brand batteries again...nor do I recommend them to anyone out there !,BATTERIES LASTED ONLY 5 HOURS IN KIDS TINY FLASHLIGHTS !!! RETURNING THEM FOR CREDIT ...AGGRAVATION !,ByStarlette
1,"Just purchased in October and replaced the batteries in my camping lantern this past week using these. The batteries leaked inside the lantern so badly that it wrecked the device altogether. I attempted to clean the contacts and use a different brand batteries, but enough battery acid leaked that the plastic and internals have a permanent coat of oxidation on it. Had to buy a new lantern. Do not plan on purchasing again in future as the batteries are ineligible for a return at this point.",Batteries leak,ByN. Heacock
1,I was excited to see that Amazon was allowing its name to be used on batteries as I feel that Amazon is concerned about its image. Bought these batteries and placed four of them into my camera. Took 2 RAW photos and the batteries are now dead. What a disappointment.,Batteries not holding charge or semi dead on arrival,ByReader
4,"Batteries ok ok , but a fan of their packaging.","Batteries ok ok, but a fan of their packaging ...",ByJ. Kaw
5,Amazon rocks. Great batteries at the click of a button lol!,Batteries On Demand!,ByBrian M. Mark
5,I don't think I will ever go back to Costco to buy batteries. The price is awesome for the quantity and they last just as long as name brand batteries.,Batteries plus,ByGeek Family
1,2 out of the 8 batteries popped while on the charger. I got battery acid all over my hands trying to get them out and cleaned up.,Batteries popped and got acid all over.,ByAmazon Customer
5,Batteries seem fine. Hard to tell if they are as good as name brand until I use them for a while.,Batteries seem fine. Hard to tell if they are as good ...,ByJIm
5,I haven't had these batteries long enough to tell you if they last a long time or not but for the price you can't go wrong and I trust the Amazon basic batteries to be a better value than buying Energizer or Duracell batteries online that might come from a seller who is knocking them off from China,Batteries seem great. Can't go wrong with the price.,ByChilnVilan
5,packaged per 4 they seem fine,batteries seem strong,ByDEO
4,Batteries seem to last a good amount of time. Good value. Much better than going to a wholesale place and ending up with a pack where 50 of them don't work.,Batteries seem to last a good amount of time,ByKyla Kessener
5,Came as advertised. Batteries seem to last pretty long and the price was great. Even the paging they sent it in was greatPlease Vote YES on my review!! Thank you,Batteries seem to last long and the price was great!!!,ByKeith bannister
2,Batteries seem to work fine but they are packaged in multiples of 4 and it's an annoyance to break open a new pack each time. What's the point in buying in bulk with so much packaging,Batteries seem to work fine but they are packaged in multiples of 4 and ...,ByKathleen L Rust
5,These seem to last just fine for games and toys. Great value.,Batteries that last.,ByTexan4Cruz
5,I tested each of these batteries and they were indeed batteries. Would buy again!,Batteries that make you feel charged up!,ByRyan and Caroline E.
5,Great Batteries. Love the performance and value. With all our remotes and other battery demands this batteries will do the trick.,Batteries that will out perform a lot of the major brands and SAVE you some MONEY,ByToddKlosowski
4,Difficult to be excited about AA batteries but everything about the purchase was as advertised. They were well packaged and even arrived several days early. They are working well. My regret is that I did not order AAA batteries at the same time.,Batteries that work,Byjt
5,"Batteries that work. Seem to last the same as other major brands, but cheaper to buy. A no-brainer.",Batteries that work. Seem to last the same as ...,ByBenjamin Burnison
1,None of first eight batteries I opened worked. Tested other batteries to confirm was a battery problem. Confirmed!!!Wow.,Batteries were duds,ByRalph Zipper
5,Batteries were packaged good and seem fine,Batteries were packaged good and seem fine,ByJohn
5,Batteries where used in mt solar light actually work well! Amazon could sell rechargeable that is some thing I'm very interested! I use a lot during summer and winter!,Batteries where used in mt solar light actually work well ...,ByAmazon Customer
5,"So far these batteries are perfect. I put a fresh set in my electric toothbrush and thought my teeth were going to buzz out of their sockets. Not really, but they do seem to have more 'juice' than the national brands, if that is possible.",Batteries with some punch,ByBuckeye Hoosier
5,We like them,Batteries work,ByR. Parker
4,"We have been using these batteries in some kids toys and they work fine. I haven't noticed them lasting longer or shorter than others. We normally purchase the Kirkland brand one from Costco, and these appear to be equivalent. Its great to have a large supply of batteries on hand when you have kids!",Batteries work fine,ByLinzstar
5,Batteries work fine and are less expensive then all of the others on Amazon for sell. Nothing more to say!,Batteries work fine and are less expensive then all of the others ...,ByRay
5,batteries work great for my xbox controller. I get the same amount of time as any other brand I have bought.,batteries work great for my xbox controller,ByAmazon Customer
5,"These work great! First time I ordered them, but they were a great price. I love ordering from Amazon and hate getting out of the house so I will continue to order these.",Batteries work great!,Byhawtzombie
4,Batteries work perfectly. Only problem is the packaging is a little large. You will need to put them in a smaller container unless u have a ton of cupboard space.,Batteries work perfectly. Only problem is the packaging is ...,ByRyan
5,"Batteries worked great at a reasonable price. I used them in an xbox one controller, which can eat up batteries, and received similar battery life to more expensive name brand batteries.",Batteries worked great at a reasonable price,ByEJSPrimeMember
5,"Batteries, nuff said.","Batteries, nuff said.",ByAmazon Customer
4,"Just started using this pack, and so far they've lasted as long as any leading brand battery. The price is also fair, for the amount that they offer you.","Batteries, oh yeah",ByJoel D Gonzalez
5,"Yup, a bunch of batteries.","Batteries, yup",ByMichael
5,Always needing AA for toys. Include in my subscribe save for convenience. Seems to be a quality battery and up to par with other brand name batteries. Will buy again.,Batteries!,ByJessica Harman
5,They are functional batteries. Nothing really special aside from being Amazon branded,Batteries!,ByCorey P
5,Anything from Amazon Basics is AMAZONG.,BATTERIES! DARN RIGHT!,Bypaulo
5,"Batteries! So far no problem with any I've received, they do the job!",Batteries! So far no problem with any I've received ...,ByEun
5,Good product at great price!!,Batteries!!,ByDaniel Iovacchini Jr.
5,"Average batteries, functioning as expected, at a great price. I think I'll see if they've got some AA's at a comparable price.",Batteries!!! Stock up!,ByRob Mamede
4,As expected,Batteries. Nuff Said,ByAmazon Customer
5,They're batteries. I'm not really sure what to write here. They were packaged safely. They arrived. They power the little LED lights I bought on amazon. Yay batteries! I can't speak to how long they last because who actually pays attention to that I'm using them to power little tap lights.,Batteries. Yay.,ByAshley
5,They are batteries....,Batteries...,Bypae45indy
5,"They're batteries, they work. I'll post about it I see they don't last very long, but I've gained a lot of trust in Amazon brand products so I'm fairly confident.",Batteries...,ByJessica J
